"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameGenreComparatorMongeElkan record1Value","[1] GameGenreComparatorMongeElkan record2Value","[1] GameGenreComparatorMongeElkan record1PreprocessedValue","[1] GameGenreComparatorMongeElkan record2PreprocessedValue","[1] GameGenreComparatorMongeElkan similarity","[1] GameGenreComparatorMongeElkan postproccesedSimilarity","[2] GameNameComparatorLowerCaseJaccard record1Value","[2] GameNameComparatorLowerCaseJaccard record2Value","[2] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard similarity","[2] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[3] GameNameComparatorLevenshtein record1Value","[3] GameNameComparatorLevenshtein record2Value","[3] GameNameComparatorLevenshtein record1PreprocessedValue","[3] GameNameComparatorLevenshtein record2PreprocessedValue","[3] GameNameComparatorLevenshtein similarity","[3] GameNameComparatorLevenshtein postproccesedSimilarity","[4] GameNameComparatorJaccard record1Value","[4] GameNameComparatorJaccard record2Value","[4] GameNameComparatorJaccard record1PreprocessedValue","[4] GameNameComparatorJaccard record2PreprocessedValue","[4] GameNameComparatorJaccard similarity","[4] GameNameComparatorJaccard postproccesedSimilarity","[5] GamePlatformComparatorMongeElkan record1Value","[5] GamePlatformComparatorMongeElkan record2Value","[5] GamePlatformComparatorMongeElkan record1PreprocessedValue","[5] GamePlatformComparatorMongeElkan record2PreprocessedValue","[5] GamePlatformComparatorMongeElkan similarity","[5] GamePlatformComparatorMongeElkan postproccesedSimilarity","[6] GamePublisherComparatorLevenshtein record1Value","[6] GamePublisherComparatorLevenshtein record2Value","[6] GamePublisherComparatorLevenshtein record1PreprocessedValue","[6] GamePublisherComparatorLevenshtein record2PreprocessedValue","[6] GamePublisherComparatorLevenshtein similarity","[6] GamePublisherComparatorLevenshtein postproccesedSimilarity","[7] GamePublisherLJaccard record1Value","[7] GamePublisherLJaccard record2Value","[7] GamePublisherLJaccard record1PreprocessedValue","[7] GamePublisherLJaccard record2PreprocessedValue","[7] GamePublisherLJaccard similarity","[7] GamePublisherLJaccard postproccesedSimilarity","[8] GameReleaseComparatorExactYear record1Value","[8] GameReleaseComparatorExactYear record2Value","[8] GameReleaseComparatorExactYear record1PreprocessedValue","[8] GameReleaseComparatorExactYear record2PreprocessedValue","[8] GameReleaseComparatorExactYear similarity","[8] GameReleaseComparatorExactYear postproccesedSimilarity","[9] GamePlatformComparatorJaccard record1Value","[9] GamePlatformComparatorJaccard record2Value","[9] GamePlatformComparatorJaccard record1PreprocessedValue","[9] GamePlatformComparatorJaccard record2PreprocessedValue","[9] GamePlatformComparatorJaccard similarity","[9] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","Kaggle1_Video_Game_13500","VG_Sales13430","0.08089171974522293","0",", amaze entertainment, ","",", amaze entertainment, ","","0.0","0.0",", Misc, ",", Misc, ",", Misc, ",", Misc, ","1.0","1.0","looney tunes: cartoon conductor","looney tunes: cartoon conductor","looney tunes: cartoon conductor","looney tunes: cartoon conductor","1.0","1.0","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","1.0","1.0","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","Looney Tunes: Cartoon Conductor","1.0","1.0","DS","DS","DS","DS","1.0","1.0",", Eidos Interactive, ",", Eidos Interactive, ",", Eidos Interactive, ",", Eidos Interactive, ","1.0","1.0",", eidos interactive, ",", eidos interactive, ",", eidos interactive, ",", eidos interactive, ","1.0","1.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0","ds","ds","ds","ds","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_8192","VG_Sales16110",,"0",", telltale games, ","",", telltale games, ","","0.0","0.0",", Adventure, ",", Action, ",", Adventure, ",", Action, ","0.8333333333333334","0.8333333333333334","back to the future: the game","paranormal pursuit: the gifted one","back to the future: the game","paranormal pursuit: the gifted one","0.1111111111111111","0.0","Back to the Future: The Game","Paranormal Pursuit: The Gifted One","Back to the Future: The Game","Paranormal Pursuit: The Gifted One","0.3529411764705882","0.3529411764705882","Back to the Future: The Game","Paranormal Pursuit: The Gifted One","Back to the Future: The Game","Paranormal Pursuit: The Gifted One","0.1111111111111111","0.0","PlayStation4","PC","PlayStation4","PC","0.5277777910232544","0.5277777910232544",", Telltale Games, ",", Alawar Entertainment, ",", Telltale Games, ",", Alawar Entertainment, ","0.375","0.375",", telltale games, ",", alawar entertainment, ",", telltale games, ",", alawar entertainment, ","0.0","0.0","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0","playstation4","pc","playstation4","pc","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_820","VG_Sales796","0.08089171974522293","0","","","","","0.0","0.0",", Misc, ",", Misc, ",", Misc, ",", Misc, ","1.0","1.0","wipeout: the game","wipeout: the game","wipeout: the game","wipeout: the game","1.0","1.0","Wipeout: The Game","Wipeout: The Game","Wipeout: The Game","Wipeout: The Game","1.0","1.0","Wipeout: The Game","Wipeout: The Game","Wipeout: The Game","Wipeout: The Game","1.0","1.0","Wii","Wii","Wii","Wii","1.0","1.0",", Mindscape, ",", Mindscape, ",", Mindscape, ",", Mindscape, ","1.0","1.0",", mindscape, ",", mindscape, ",", mindscape, ",", mindscape, ","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0","wii","wii","wii","wii","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_729","VG_Sales13221",,"0",", ubisoft, ","",", ubisoft, ","","0.0","0.0",", Action, ",", Sports, ",", Action, ",", Sports, ","0.7962962985038757","0.7962962985038757","prince of persia: the sands of time","winter sports 3: the great tournament","prince of persia: the sands of time","winter sports 3: the great tournament","0.09090909090909091","0.0","Prince of Persia: The Sands of Time","Winter Sports 3: The Great Tournament","Prince of Persia: The Sands of Time","Winter Sports 3: The Great Tournament","0.3783783783783784","0.3783783783783784","Prince of Persia: The Sands of Time","Winter Sports 3: The Great Tournament","Prince of Persia: The Sands of Time","Winter Sports 3: The Great Tournament","0.09090909090909091","0.0","PlayStation2","Wii","PlayStation2","Wii","0.0","0.0",", Ubisoft, ",", Tradewest, ",", Ubisoft, ",", Tradewest, ","0.3846153846153846","0.3846153846153846",", ubisoft, ",", tradewest, ",", ubisoft, ",", tradewest, ","0.0","0.0","2003-01-01T00:00","2010-01-01T00:00","2003-01-01T00:00","2010-01-01T00:00","0.0","0.0","playstation2","wii","playstation2","wii","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_9967","VG_Sales9969","0.08089171974522293","0",", blue tongue entertainment, ","",", blue tongue entertainment, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","barnyard","barnyard","barnyard","barnyard","1.0","1.0","Barnyard","Barnyard","Barnyard","Barnyard","1.0","1.0","Barnyard","Barnyard","Barnyard","Barnyard","1.0","1.0","GC","GC","GC","GC","1.0","1.0",", THQ, ",", THQ, ",", THQ, ",", THQ, ","1.0","1.0",", thq, ",", thq, ",", thq, ",", thq, ","1.0","1.0","2006-01-01T00:00","2006-01-01T00:00","2006-01-01T00:00","2006-01-01T00:00","1.0","1.0","gc","gc","gc","gc","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_5812","VG_Sales12300",,"0",", ronin entertainment, ","",", ronin entertainment, ","","0.0","0.0",", Fighting, ",", Fighting, ",", Fighting, ",", Fighting, ","1.0","1.0","bruce lee: quest of the dragon","legend of the dragon","bruce lee: quest of the dragon","legend of the dragon","0.42857142857142855","0.0","Bruce Lee: Quest of the Dragon","Legend of the Dragon","Bruce Lee: Quest of the Dragon","Legend of the Dragon","0.5666666666666667","0.5666666666666667","Bruce Lee: Quest of the Dragon","Legend of the Dragon","Bruce Lee: Quest of the Dragon","Legend of the Dragon","0.42857142857142855","0.0","XB","Wii","XB","Wii","0.0","0.0",", Universal Interactive, ",", Game Factory, ",", Universal Interactive, ",", Game Factory, ","0.36","0.36",", universal interactive, ",", game factory, ",", universal interactive, ",", game factory, ","0.0","0.0","2002-01-01T00:00","2007-01-01T00:00","2002-01-01T00:00","2007-01-01T00:00","0.0","0.0","xb","wii","xb","wii","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_7712","VG_Sales7203","0.08089171974522293","0",", mercury steam, ","",", mercury steam, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","castlevania: lords of shadow 2","castlevania: lords of shadow 2","castlevania: lords of shadow 2","castlevania: lords of shadow 2","1.0","1.0","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","1.0","1.0","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","Castlevania: Lords of Shadow 2","1.0","1.0","PlayStation3","PlayStation3","PlayStation3","PlayStation3","1.0","1.0",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ","1.0","1.0",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ","1.0","1.0","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0","playstation3","playstation3","playstation3","playstation3","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_8942","VG_Sales1312",,"0",", netherock ltd., ","",", netherock ltd., ","","0.0","0.0",", Shooter, ",", Action, ",", Shooter, ",", Action, ","0.7910052935282389","0.7910052935282389","medal of honor: infiltrator","medal of honor: warfighter","medal of honor: infiltrator","medal of honor: warfighter","0.6","0.0","Medal of Honor: Infiltrator","Medal of Honor: Warfighter","Medal of Honor: Infiltrator","Medal of Honor: Warfighter","0.7037037037037037","0.7037037037037037","Medal of Honor: Infiltrator","Medal of Honor: Warfighter","Medal of Honor: Infiltrator","Medal of Honor: Warfighter","0.6","0.0","GBA","PlayStation3","GBA","PlayStation3","0.0","0.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2003-01-01T00:00","2012-01-01T00:00","2003-01-01T00:00","2012-01-01T00:00","0.0","0.0","gba","playstation3","gba","playstation3","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_13234","VG_Sales14139","0.08089171974522293","0","","","","","0.0","0.0",", Shooter, ",", Shooter, ",", Shooter, ",", Shooter, ","1.0","1.0","resident evil 4 hd","resident evil 4 hd","resident evil 4 hd","resident evil 4 hd","1.0","1.0","Resident Evil 4 HD","Resident Evil 4 HD","Resident Evil 4 HD","Resident Evil 4 HD","1.0","1.0","Resident Evil 4 HD","Resident Evil 4 HD","Resident Evil 4 HD","Resident Evil 4 HD","1.0","1.0","PlayStation4","PlayStation4","PlayStation4","PlayStation4","1.0","1.0",", Capcom, ",", Capcom, ",", Capcom, ",", Capcom, ","1.0","1.0",", capcom, ",", capcom, ",", capcom, ",", capcom, ","1.0","1.0","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0","playstation4","playstation4","playstation4","playstation4","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_8861","VG_Sales8887","0.08089171974522293","0",", harmonix music systems, ","",", harmonix music systems, ","","0.0","0.0",", Misc, ",", Misc, ",", Misc, ",", Misc, ","1.0","1.0","rock band: metal track pack","rock band: metal track pack","rock band: metal track pack","rock band: metal track pack","1.0","1.0","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","1.0","1.0","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","Rock Band: Metal Track Pack","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", MTV Games, ",", MTV Games, ",", MTV Games, ",", MTV Games, ","1.0","1.0",", mtv games, ",", mtv games, ",", mtv games, ",", mtv games, ","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_3923","VG_Sales2988",,"0","","","","","0.0","0.0",", Misc, ",", Action, ",", Misc, ",", Action, ","0.8148148159186045","0.8148148159186045","petz: hamsterz life 2","metro: last light","petz: hamsterz life 2","metro: last light","0.0","0.0","Petz: Hamsterz Life 2","Metro: Last Light","Petz: Hamsterz Life 2","Metro: Last Light","0.4285714285714286","0.4285714285714286","Petz: Hamsterz Life 2","Metro: Last Light","Petz: Hamsterz Life 2","Metro: Last Light","0.0","0.0","DS","PlayStation4","DS","PlayStation4","0.5277777910232544","0.5277777910232544",", Ubisoft, ",", Deep Silver, ",", Ubisoft, ",", Deep Silver, ","0.33333333333333337","0.33333333333333337",", ubisoft, ",", deep silver, ",", ubisoft, ",", deep silver, ","0.0","0.0","2007-01-01T00:00","2014-01-01T00:00","2007-01-01T00:00","2014-01-01T00:00","0.0","0.0","ds","playstation4","ds","playstation4","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_12119","VG_Sales1191",,"0",", ubisoft, funhouse, ","",", ubisoft, funhouse, ","","0.0","0.0",", Adventure, ",", Action, ",", Adventure, ",", Action, ","0.8333333333333334","0.8333333333333334","eagle flight","final fight","eagle flight","final fight","0.0","0.0","Eagle Flight","Final Fight","Eagle Flight","Final Fight","0.5","0.5","Eagle Flight","Final Fight","Eagle Flight","Final Fight","0.0","0.0","PlayStation4","SNES","PlayStation4","SNES","0.4444444477558136","0.4444444477558136",", Ubisoft, ",", Capcom, ",", Ubisoft, ",", Capcom, ","0.4545454545454546","0.4545454545454546",", ubisoft, ",", capcom, ",", ubisoft, ",", capcom, ","0.0","0.0","2016-01-01T00:00","1990-01-01T00:00","2016-01-01T00:00","1990-01-01T00:00","0.0","0.0","playstation4","snes","playstation4","snes","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_8019","VG_Sales7907","0.08089171974522293","1",", cokem interactive, ","",", cokem interactive, ","","0.0","0.0",", Puzzle, ",", Puzzle, ",", Puzzle, ",", Puzzle, ","1.0","1.0","jewel master: cradle of athena","jewel master: cradle of athena","jewel master: cradle of athena","jewel master: cradle of athena","1.0","1.0","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","1.0","1.0","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","Jewel Master: Cradle of Athena","1.0","1.0","DS","DS","DS","DS","1.0","1.0",", Storm City Games, ",", Storm City Games, ",", Storm City Games, ",", Storm City Games, ","1.0","1.0",", storm city games, ",", storm city games, ",", storm city games, ",", storm city games, ","1.0","1.0","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","1.0","1.0","ds","ds","ds","ds","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_7937","VG_Sales7019",,"0",", 989 sports, ","",", 989 sports, ","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","ncaa final four 2001","ncaa gamebreaker 2003","ncaa final four 2001","ncaa gamebreaker 2003","0.16666666666666666","0.0","NCAA Final Four 2001","NCAA GameBreaker 2003","NCAA Final Four 2001","NCAA GameBreaker 2003","0.47619047619047616","0.47619047619047616","NCAA Final Four 2001","NCAA GameBreaker 2003","NCAA Final Four 2001","NCAA GameBreaker 2003","0.16666666666666666","0.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ","1.0","1.0",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ","1.0","1.0","2000-01-01T00:00","2002-01-01T00:00","2000-01-01T00:00","2002-01-01T00:00","0.0","0.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_9041","VG_Sales9045","0.08089171974522293","0",", nippon ichi software, ","",", nippon ichi software, ","","0.0","0.0",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ","1.0","1.0","phantom brave","phantom brave","phantom brave","phantom brave","1.0","1.0","Phantom Brave","Phantom Brave","Phantom Brave","Phantom Brave","1.0","1.0","Phantom Brave","Phantom Brave","Phantom Brave","Phantom Brave","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Tecmo Koei, ",", Tecmo Koei, ",", Tecmo Koei, ",", Tecmo Koei, ","1.0","1.0",", tecmo koei, ",", tecmo koei, ",", tecmo koei, ",", tecmo koei, ","1.0","1.0","2004-01-01T00:00","2004-01-01T00:00","2004-01-01T00:00","2004-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_2834","VG_Sales2783","0.08089171974522293","1",", artificial mind and movement, ","",", artificial mind and movement, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","indiana jones and the staff of kings","indiana jones and the staff of kings","indiana jones and the staff of kings","indiana jones and the staff of kings","1.0","1.0","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","1.0","1.0","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","Indiana Jones and the Staff of Kings","1.0","1.0","Wii","Wii","Wii","Wii","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0","wii","wii","wii","wii","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_1029","VG_Sales1088","0.08089171974522293","0",", sce japan studio, ","",", sce japan studio, ","","0.0","0.0",", Platform, ",", Platform, ",", Platform, ",", Platform, ","1.0","1.0","knack","knack","knack","knack","1.0","1.0","Knack","Knack","Knack","Knack","1.0","1.0","Knack","Knack","Knack","Knack","1.0","1.0","PlayStation4","PlayStation4","PlayStation4","PlayStation4","1.0","1.0",", Sony Computer Entertainment Europe, ",", Sony Computer Entertainment Europe, ",", Sony Computer Entertainment Europe, ",", Sony Computer Entertainment Europe, ","1.0","1.0",", sony computer entertainment europe, ",", sony computer entertainment europe, ",", sony computer entertainment europe, ",", sony computer entertainment europe, ","1.0","1.0","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","1.0","1.0","playstation4","playstation4","playstation4","playstation4","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_3099","VG_Sales3107","0.08089171974522293","0",", ubisoft, ","",", ubisoft, ","","0.0","0.0",", Racing, ",", Racing, ",", Racing, ",", Racing, ","1.0","1.0","monster jam: maximum destruction","monster jam: maximum destruction","monster jam: maximum destruction","monster jam: maximum destruction","1.0","1.0","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","1.0","1.0","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","Monster Jam: Maximum Destruction","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_10866","VG_Sales8010",,"0","","","","","0.0","0.0",", Adventure, ",", Racing, ",", Adventure, ",", Racing, ","0.8086419800917307","0.8086419800917307","photokano","motogp 14","photokano","motogp 14","0.0","0.0","PhotoKano","MotoGP 14","PhotoKano","MotoGP 14","0.2222222222222222","0.2222222222222222","PhotoKano","MotoGP 14","PhotoKano","MotoGP 14","0.0","0.0","PSP","PlayStation4","PSP","PlayStation4","0.6111111044883728","0.6111111044883728",", Kadokawa Shoten, ",", Milestone S.r.l., ",", Kadokawa Shoten, ",", Milestone S.r.l., ","0.30000000000000004","0.30000000000000004",", kadokawa shoten, ",", milestone s.r.l., ",", kadokawa shoten, ",", milestone s.r.l., ","0.0","0.0","2012-01-01T00:00","2014-01-01T00:00","2012-01-01T00:00","2014-01-01T00:00","0.0","0.0","psp","playstation4","psp","playstation4","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_3061","VG_Sales12168",,"0","","","","","0.0","0.0",", Role-Playing, ",", Action, ",", Role-Playing, ",", Action, ","0.8333333333333334","0.8333333333333334","legend of legaia","penguins of madagascar","legend of legaia","penguins of madagascar","0.2","0.0","Legend of Legaia","Penguins of Madagascar","Legend of Legaia","Penguins of Madagascar","0.4545454545454546","0.4545454545454546","Legend of Legaia","Penguins of Madagascar","Legend of Legaia","Penguins of Madagascar","0.2","0.0","PS","3DS","PS","3DS","0.0","0.0",", Sony Computer Entertainment, ",", Namco Bandai Games, ",", Sony Computer Entertainment, ",", Namco Bandai Games, ","0.32258064516129037","0.32258064516129037",", sony computer entertainment, ",", namco bandai games, ",", sony computer entertainment, ",", namco bandai games, ","0.0","0.0","1998-01-01T00:00","2014-01-01T00:00","1998-01-01T00:00","2014-01-01T00:00","0.0","0.0","ps","3ds","ps","3ds","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_160","VG_Sales410",,"0",", ubisoft montreal, ","",", ubisoft montreal, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","assassin's creed ii","assassin's creed syndicate","assassin's creed ii","assassin's creed syndicate","0.6","0.0","Assassin's Creed II","Assassin's Creed Syndicate","Assassin's Creed II","Assassin's Creed Syndicate","0.6923076923076923","0.6923076923076923","Assassin's Creed II","Assassin's Creed Syndicate","Assassin's Creed II","Assassin's Creed Syndicate","0.6","0.0","PlayStation3","PlayStation4","PlayStation3","PlayStation4","0.9666666388511658","0.9666666388511658",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","0.0","0.0","playstation3","playstation4","playstation3","playstation4","0.3333333333333333","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_10630","VG_Sales10569","0.08089171974522293","0","","","","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","world snooker championship 2007","world snooker championship 2007","world snooker championship 2007","world snooker championship 2007","1.0","1.0","World Snooker Championship 2007","World Snooker Championship 2007","World Snooker Championship 2007","World Snooker Championship 2007","1.0","1.0","World Snooker Championship 2007","World Snooker Championship 2007","World Snooker Championship 2007","World Snooker Championship 2007","1.0","1.0","PlayStation3","PlayStation3","PlayStation3","PlayStation3","1.0","1.0",", Sega, ",", Sega, ",", Sega, ",", Sega, ","1.0","1.0",", sega, ",", sega, ",", sega, ",", sega, ","1.0","1.0","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","1.0","1.0","playstation3","playstation3","playstation3","playstation3","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_76","VG_Sales76","0.08089171974522293","0",", bethesda game studios, ","",", bethesda game studios, ","","0.0","0.0",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ","1.0","1.0","the elder scrolls v: skyrim","the elder scrolls v: skyrim","the elder scrolls v: skyrim","the elder scrolls v: skyrim","1.0","1.0","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","1.0","1.0","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","The Elder Scrolls V: Skyrim","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Bethesda Softworks, ",", Bethesda Softworks, ",", Bethesda Softworks, ",", Bethesda Softworks, ","1.0","1.0",", bethesda softworks, ",", bethesda softworks, ",", bethesda softworks, ",", bethesda softworks, ","1.0","1.0","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_1503","VG_Sales1510","0.08089171974522293","0",", acclaim, ","",", acclaim, ","","0.0","0.0",", Shooter, ",", Shooter, ",", Shooter, ",", Shooter, ","1.0","1.0","turok: evolution","turok: evolution","turok: evolution","turok: evolution","1.0","1.0","Turok: Evolution","Turok: Evolution","Turok: Evolution","Turok: Evolution","1.0","1.0","Turok: Evolution","Turok: Evolution","Turok: Evolution","Turok: Evolution","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Acclaim Entertainment, ",", Acclaim Entertainment, ",", Acclaim Entertainment, ",", Acclaim Entertainment, ","1.0","1.0",", acclaim entertainment, ",", acclaim entertainment, ",", acclaim entertainment, ",", acclaim entertainment, ","1.0","1.0","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_6192","VG_Sales6202","0.08089171974522293","0",", kcet, ","",", kcet, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","silent hill 2: restless dreams","silent hill 2: restless dreams","silent hill 2: restless dreams","silent hill 2: restless dreams","1.0","1.0","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","1.0","1.0","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","Silent Hill 2: Restless Dreams","1.0","1.0","XB","XB","XB","XB","1.0","1.0",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ","1.0","1.0",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ","1.0","1.0","2001-01-01T00:00","2001-01-01T00:00","2001-01-01T00:00","2001-01-01T00:00","1.0","1.0","xb","xb","xb","xb","1.0","1.0"
