"RecordIDS","AverageConsistency","Developers-Consistency","Developers-Values","Mode-Consistency","Mode-Values","Platform-Consistency","Platform-Values","Genres-Consistency","Genres-Values","Publishers-Consistency","Publishers-Values","Name-Consistency","Name-Values","Release-Consistency","Release-Values"
"DBpedia_Video_Game_19068+DBpedia_Video_Game_22725+DBpedia_Video_Game_24863+DBpedia_Video_Game_7092+Kaggle1_Video_Game_1875+Kaggle1_Video_Game_3244+Kaggle1_Video_Game_5279+Kaggle1_Video_Game_6254","0.7321428571428571","0.375","{[, Underground Development, ]|[, Neversoft, ]|[, Neversoft, ]|[, Beenox, ]|[, Neversoft Entertainment, ]|[, Neversoft Entertainment, ]|[, Beenox, ]|[, Neversoft Entertainment, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3}","0.5","{[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]}","1.0","{[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]}","0.25","{Guitar Hero: Van Halen|Guitar Hero 5|Guitar Hero: Metallica|Guitar Hero Smash Hits|Guitar Hero 5|Guitar Hero: Metallica|Guitar Hero: Smash Hits|Guitar Hero: Van Halen}","1.0","{2009-12-22T00:00|2009-09-01T00:00|2009-03-29T00:00|2009-06-16T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_24607+Kaggle1_Video_Game_1268","0.42857142857142855","0.0","{[, Square (video game company), ]|[, Square Enix, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{GameCube|GameCube}","0.0","{[, Action role-playing game, ]|[, Role-Playing, ]}","0.0","{[, Nintendo, , Square Enix, ]|[, Nintendo, ]}","0.0","{Final Fantasy Crystal Chronicles (video game)|Final Fantasy: Crystal Chronicles}","1.0","{2003-08-08T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_13074+DBpedia_Video_Game_13905+Kaggle1_Video_Game_11805","0.42857142857142855","0.0","{[, Artdink, ]|[, Beenox, , Neversoft, , Rebellion Developments, ]}","1.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer, , Single-player, ]}","1.0","{PlayStation Portable|PlayStation Portable|PlayStation Portable}","0.0","{[, Action game, ]|[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Bandai Namco Games, ]|[, Activision, ]|[, Namco Bandai Games, ]}","0.0","{Gundam Battle|Gun (video game)|Gundam Battle Tactics}","1.0","{2005-09-22T00:00|2005-11-08T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_12056+Kaggle1_Video_Game_14338","0.5714285714285714","1.0","{[, Neko Entertainment, ]|[, Neko Entertainment, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Fighting game, ]|[, Fighting, ]}","0.0","{[, The Game Factory, ]|[, Game Factory, ]}","0.0","{Legend of the Dragon (video game)|Legend of the Dragon}","1.0","{2007-05-01T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_23659+DBpedia_Video_Game_9369+Kaggle1_Video_Game_13912+Kaggle1_Video_Game_3048","0.5","0.5","{[, Frontier Developments, ]|[, Behaviour Interactive, ]|[, Vingt-et-un Systems, ]|[, Frontier Developments, ]}","0.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.5","{[, Action game, , Party game, , Strategy game, ]|[, Action game, , Beat 'em up, ]|[, Strategy, ]|[, Strategy, ]}","0.0","{[, Atari Europe, , LucasArts, ]|[, Majesco Entertainment, , THQ, ]|[, Essential Games, ]|[, Atari, ]}","0.5","{Thrillville|Teen Titans (2006 video game)|The Adventures of Darwin|Thrillville}","1.0","{2006-11-21T00:00|2006-05-24T00:00|2006-01-01T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_16230+Kaggle1_Video_Game_3864","0.42857142857142855","0.0","{[, SCEI, ]|[, Nippon Ichi Software, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Sports Game, ]|[, Role-Playing, ]}","0.0","{[, SCEI, ]|[, Square Enix, ]}","0.0","{Derby Time Online|Disgaea 3: Absence of Justice}","1.0","{2008-11-13T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_4611+Kaggle1_Video_Game_3948","0.7142857142857143","1.0","{[, EA Redwood Shores, ]|[, EA Redwood Shores, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Tiger Woods PGA Tour 07|Tiger Woods PGA Tour 07}","1.0","{2006-09-21T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_1748+DBpedia_Video_Game_7596+Kaggle1_Video_Game_3968","0.47619047619047616","0.0","{[, Indieszero, , Square Enix, ]|[, Genius Sonority, ]|[, Indies Zero, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player video game, ]}","1.0","{Nintendo 3DS|Nintendo 3DS|Nintendo 3DS}","0.0","{[, Rhythm game, ]|[, Role-playing video game, ]|[, Misc, ]}","0.6666666666666666","{[, Square Enix, ]|[, Genius Sonority, ]|[, Square Enix, ]}","0.6666666666666666","{Theatrhythm Final Fantasy|The Denpa Men: They Came By Wave|Theatrhythm: Final Fantasy}","1.0","{2012-02-16T00:00|2012-02-08T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_1100+DBpedia_Video_Game_19458+Kaggle1_Video_Game_14955+Kaggle1_Video_Game_16306","0.5952380952380951","0.6666666666666666","{[, 4J Studios, ]|[, Namco Bandai Games, ]|[, 4J Studios, ]}","0.0","{[, Multiplayer, , Single-player video game, ]|[, Multiplayer, , Single-player, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.5","{[, Racing, ]|[, Action game, ]|[, Racing, ]|[, Adventure, ]}","0.5","{[, Bethesda Softworks, ]|[, Namco Bandai Games, ]|[, Vir2L Studios, ]|[, Namco Bandai Games, ]}","0.5","{Ducati Moto|Duel Love|Ducati Moto|Duel Love: Koisuru Otome wa Shouri no Megami}","1.0","{2008-07-07T00:00|2008-03-13T00:00|2008-01-01T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_13510+Kaggle1_Video_Game_13786","0.7142857142857143","1.0","{[, Rainbow Studios, ]|[, Rainbow Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{GameCube|GameCube}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, Activision O2, ]|[, Activision, ]}","1.0","{Mat Hoffman's Pro BMX 2|Mat Hoffman's Pro BMX 2}","1.0","{2002-08-12T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_21238+Kaggle1_Video_Game_7502","0.42857142857142855","0.0","{[, ImaginEngine, ]|[, Zoo Games, ]}","1.0","{[, Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Action game, , Strategy game, ]|[, Action, ]}","0.0","{[, Glu Mobile, , Mobile phone, , PlayFirst, , Zoo Games, ]|[, Zoo Games, ]}","1.0","{Wedding Dash|Wedding Dash}","0.0","{2007-09-04T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_1313+Kaggle1_Video_Game_14678+Kaggle1_Video_Game_2811","0.8571428571428571","1.0","{[, Pandemic Studios, ]|[, Pandemic Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)|Xbox (console)}","0.6666666666666666","{[, Real-time tactics, ]|[, Strategy, ]|[, Strategy, ]}","0.6666666666666666","{[, THQ, ]|[, JoWood Productions, ]|[, THQ, ]}","0.6666666666666666","{Full Spectrum Warrior|Future Tactics: The Uprising|Full Spectrum Warrior}","1.0","{2004-06-01T00:00|2004-01-01T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_1790+Kaggle1_Video_Game_10778+Kaggle1_Video_Game_13399","0.5238095238095238","0.0","{[, INiS, ]|[, Rage Software, ]|[, Koei/Inis, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Music game, ]|[, Racing, ]|[, Misc, ]}","0.0","{[, Koei, , THQ, ]|[, Rage Software, ]|[, THQ, ]}","0.6666666666666666","{Gitaroo Man|Global Touring Challenge: Africa|Gitaroo Man}","1.0","{2001-06-21T00:00|2001-01-01T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_10484+Kaggle1_Video_Game_11305","0.5714285714285714","1.0","{[, EA Vancouver, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Sega Saturn|Sega Saturn}","0.0","{[, Racing game, ]|[, Simulation, ]}","0.0","{[, Electronic Arts, , Electronic Arts Studios, ]|[, Electronic Arts, ]}","0.0","{The Need for Speed|Theme Park}","1.0","{1994-12-02T00:00|1994-01-01T00:00}"
"DBpedia_Video_Game_15503+Kaggle1_Video_Game_4577","0.8571428571428571","1.0","{[, Armature Studio, ]|[, Armature Studio, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation Vita|PlayStation Vita}","0.0","{[, Action-adventure game, , Beat 'em up, , Metroidvania, , Stealth game, ]|[, Action, ]}","1.0","{[, Warner Bros. Interactive Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]}","1.0","{Batman: Arkham Origins Blackgate|Batman: Arkham Origins Blackgate}","1.0","{2013-10-25T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_8135+Kaggle1_Video_Game_15257","0.5714285714285714","1.0","{[, ACE Team, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Action role-playing game, , Beat 'em up, ]|[, Role-Playing, ]}","0.0","{[, Atlus, ]|[, Nippon Ichi Software, ]}","0.0","{Zeno Clash 2|Zillions of Enemy X: Zetsukai no Crusade}","1.0","{2013-04-30T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_9671+Kaggle1_Video_Game_466","0.5714285714285714","0.0","{[, CD Projekt, , Volition (company), ]|[, Volition Inc., ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Deep Silver, , THQ, ]|[, THQ, ]}","1.0","{Saints Row 2|Saints Row 2}","1.0","{2008-10-14T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_13697+DBpedia_Video_Game_6597+Kaggle1_Video_Game_11386+Kaggle1_Video_Game_9401","0.6666666666666666","0.6666666666666666","{[, Novarama, ]|[, NetherRealm Studios, ]|[, Novarama, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Vita|PlayStation Vita|PlayStation Vita|PlayStation Vita}","0.0","{[, Action game, ]|[, Fighting game, ]|[, Action, ]|[, Fighting, ]}","0.5","{[, Sony Computer Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]|[, Sony Computer Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]}","0.5","{Invizimals: The Alliance|Injustice: Gods Among Us|Invizimals: The Alliance|Injustice: Gods Among Us}","1.0","{2013-10-30T00:00|2013-04-03T00:00|2013-01-01T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_6832+Kaggle1_Video_Game_12647","0.42857142857142855","0.0","{[, Redtribe, ]|[, Red Tribe, ]}","1.0","{[, Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Action game, ]|[, Action, ]}","0.0","{[, Brash Entertainment, ]|[, Eidos Interactive, ]}","0.0","{Jumper: Griffin's Story (video game)|Jumper: Griffin's Story}","1.0","{2008-02-12T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_24238+Kaggle1_Video_Game_11729","0.5714285714285714","0.0","{[, Illusion Softworks, , Pterodon (company), ]|[, Coyote Developments, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Tactical shooter, ]|[, Shooter, ]}","1.0","{[, Gathering of Developers, ]|[, Gathering of Developers, ]}","0.0","{Vietcong: Fist Alpha|Vietcong: Purple Haze}","1.0","{2004-01-28T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_6369+Kaggle1_Video_Game_2552","0.5714285714285714","0.0","{[, Maxis Redwood Shores, ]|[, Maxis, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Social simulation game, ]|[, Simulation, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{The Sims 2|The Sims 2}","0.0","{2004-09-14T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_14826+DBpedia_Video_Game_8715+Kaggle1_Video_Game_10193+Kaggle1_Video_Game_1893+Kaggle1_Video_Game_3320+Kaggle1_Video_Game_5588","0.42857142857142855","0.0","{[, Microcabin, ]|[, Budcat Creations, , Electronic Arts Tiburon, , Image Space Incorporated, ]|[, Micro Cabin, ]|[, EA Tiburon, ]|[, CyberConnect2, ]}","0.0","{[, Single player, ]|[, Multiplayer video game, , Online game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.3333333333333333","{[, Vehicle simulation game, ]|[, Racing video game, ]|[, Simulation, ]|[, Racing, ]|[, Fighting, ]|[, Fighting, ]}","0.3333333333333333","{[, Koei, ]|[, EA Sports, ]|[, Tecmo Koei, ]|[, Electronic Arts, ]|[, Atari, ]|[, Atari, ]}","0.3333333333333333","{Naval Ops: Warship Gunner|NASCAR Thunder 2004|Naval Ops: Warship Gunner|NASCAR Thunder 2004|Naruto: Ultimate Ninja|Naruto: Ultimate Ninja (JP sales)}","1.0","{2003-04-03T00:00|2003-09-16T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_21168+Kaggle1_Video_Game_3421","0.8571428571428571","1.0","{[, Ubisoft Montreal, ]|[, Ubisoft Montreal, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Action-adventure game, , Fighting game, ]|[, Action, ]}","1.0","{[, Ubisoft, ]|[, Ubisoft, ]}","1.0","{Naruto: The Broken Bond|Naruto: The Broken Bond}","1.0","{2008-11-18T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_19310+DBpedia_Video_Game_3793+Kaggle1_Video_Game_13708+Kaggle1_Video_Game_3461","0.4642857142857143","0.0","{[, Digital Extremes, , Epic Games, ]|[, Tecmo, ]|[, Epic Games, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, First-person shooter, ]|[, Music game, ]|[, Misc, ]|[, Shooter, ]}","0.0","{[, Atari, , Inc. (1993–present), , GT Interactive, , MacSoft, ]|[, Tecmo, ]|[, Tecmo Koei, ]|[, Infogrames, ]}","0.5","{Unreal Tournament|Unison: Rebels of Rhythm & Dance|Unison: Rebels of Rhythm & Dance|Unreal Tournament}","0.75","{1999-11-22T00:00|2000-11-30T00:00|2000-01-01T00:00|2000-01-01T00:00}"
"DBpedia_Video_Game_10627+Kaggle1_Video_Game_12155","0.5714285714285714","1.0","{[, Pandemic Studios, ]|[, Pandemic Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{GameCube|GameCube}","0.0","{[, Real-time strategy, ]|[, Strategy, ]}","0.0","{[, The 3DO Company, ]|[, Global Star, ]}","1.0","{Army Men: RTS|Army Men: RTS}","0.0","{2002-03-26T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_9955+Kaggle1_Video_Game_4870","0.5714285714285714","0.0","{[, Digital Illusions CE, , Monster Games, ]|[, Monster Games Inc., ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)}","0.0","{[, Racing video game, ]|[, Racing, ]}","0.0","{[, Hasbro Interactive, , Majesco Entertainment, ]|[, Hasbro Interactive, ]}","1.0","{NASCAR Heat|NASCAR Heat}","1.0","{2000-08-22T00:00|2000-01-01T00:00}"
"DBpedia_Video_Game_13883+DBpedia_Video_Game_22913+DBpedia_Video_Game_8044+Kaggle1_Video_Game_1976+Kaggle1_Video_Game_2394+Kaggle1_Video_Game_3011+Kaggle1_Video_Game_3071","0.5714285714285714","0.0","{[, San Diego Studio, , United Front Games, ]|[, Sega Studios Australia, ]|[, TT Fusion, , Traveller's Tales, ]|[, TT Games, ]|[, Media Molecule, United Front Games, ]|[, Grasshopper Manufacture, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3}","0.42857142857142855","{[, Racing video game, ]|[, Sports game, ]|[, Action-adventure game, ]|[, Action, ]|[, Action, ]|[, Sports, ]|[, Action, ]}","0.2857142857142857","{[, Sony Computer Entertainment, ]|[, Sega, ]|[, Feral Interactive, , Warner Bros. Interactive Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]|[, Sony Computer Entertainment, ]|[, Sega, ]|[, Warner Bros. Interactive Entertainment, ]}","0.2857142857142857","{LittleBigPlanet Karting|London 2012 (video game)|Lego The Lord of the Rings (video game)|LEGO The Lord of the Rings|LittleBigPlanet Karting|London 2012: The Official Video Game of the Olympic Games|Lollipop Chainsaw}","1.0","{2012-11-06T00:00|2012-06-19T00:00|2012-10-30T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_12465+DBpedia_Video_Game_6229+Kaggle1_Video_Game_14719+Kaggle1_Video_Game_5055","0.5714285714285714","0.5","{[, TT Fusion, , Traveller's Tales, ]|[, TT Fusion, ]|[, TT Games, ]|[, TT Games, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.5","{[, Action-adventure game, ]|[, Action-adventure game, ]|[, Adventure, ]|[, Action, ]}","0.5","{[, Feral Interactive, , Warner Bros. Interactive Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]|[, Unknown, ]|[, Warner Bros. Interactive Entertainment, ]}","0.5","{Lego Marvel Super Heroes|Lego Legends of Chima: Laval's Journey|LEGO Legends of Chima: Laval's Journey|LEGO Marvel Super Heroes}","1.0","{2013-10-22T00:00|2013-06-21T00:00|2013-01-01T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_12745+DBpedia_Video_Game_24180+Kaggle1_Video_Game_23+Kaggle1_Video_Game_99","0.5714285714285714","0.0","{[, Nintendo Entertainment Analysis & Development, ]|[, Nintendo Entertainment Analysis & Development, , Nintendo Research & Development 2, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player video game, ]}","1.0","{Nintendo Entertainment System|Nintendo Entertainment System|Nintendo Entertainment System|Nintendo Entertainment System}","0.5","{[, Platform game, ]|[, Platform game, ]|[, Platform, ]|[, Platform, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]|[, Nintendo, ]|[, Nintendo, ]}","0.5","{Super Mario Bros. 3|Super Mario Bros. 2|Super Mario Bros. 3|Super Mario Bros. 2}","1.0","{1988-10-23T00:00|1988-10-09T00:00|1988-01-01T00:00|1988-01-01T00:00}"
"DBpedia_Video_Game_5690+Kaggle1_Video_Game_4953","0.7142857142857143","1.0","{[, Ganbarion, ]|[, Ganbarion, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Nintendo 3DS|Nintendo 3DS}","0.0","{[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Bandai Namco Games, ]|[, Namco Bandai Games, ]}","1.0","{One Piece: Unlimited World Red|One Piece: Unlimited World Red}","1.0","{2013-11-21T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_4440+Kaggle1_Video_Game_2884","0.8571428571428571","1.0","{[, Sculptured Software, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Nintendo 64|Nintendo 64}","0.0","{[, Sports game, ]|[, Fighting, ]}","1.0","{[, Acclaim Entertainment, ]|[, Acclaim Entertainment, ]}","1.0","{WWF Attitude|WWF Attitude}","1.0","{1999-08-05T00:00|1999-01-01T00:00}"
"DBpedia_Video_Game_1436+Kaggle1_Video_Game_1044+Kaggle1_Video_Game_1923+Kaggle1_Video_Game_6034","0.5714285714285714","0.0","{[, Harmonix, ]|[, Harmonix Music Systems, ]|[, Blue Castle Games, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Wii|Wii|Wii|Wii}","0.5","{[, Rhythm game, ]|[, Misc, ]|[, Sports, ]|[, Sports, ]}","0.0","{[, MTV, ]|[, MTV Games, ]|[, THQ, ]|[, Take-Two Interactive, ]}","0.5","{The Beatles: Rock Band|The Beatles: Rock Band|The Biggest Loser|The BIGS 2}","1.0","{2009-09-09T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_14746+Kaggle1_Video_Game_13558+Kaggle1_Video_Game_13776+Kaggle1_Video_Game_9936","0.42857142857142855","0.0","{[, Skip Ltd., ]|[, Zoo Games, ]|[, Griptonite Games, ]}","1.0","{[, Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.0","{[, Action-adventure, , Adventure game, , Platform game, ]|[, Action, ]|[, Shooter, ]|[, Simulation, ]}","0.0","{[, Nintendo, ]|[, Namco Bandai Games, ]|[, Zushi Games, ]|[, Electronic Arts, ]}","0.0","{Chibi-Robo!|Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!|Chicken Blaster|Charm Girls Club: My Perfect Prom}","1.0","{2009-07-23T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_11364+Kaggle1_Video_Game_5921","0.7142857142857143","0.0","{[, Point of View (company), ]|[, Point of View, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Sports game, ]|[, Sports, ]}","1.0","{[, Midway Games, ]|[, Midway Games, ]}","1.0","{MLB Slugfest: Loaded|MLB SlugFest Loaded}","1.0","{2004-06-23T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_20124+DBpedia_Video_Game_22099+Kaggle1_Video_Game_1023+Kaggle1_Video_Game_3447","0.5","0.5","{[, Terminal Reality, ]|[, Double Fine Productions, ]|[, Terminal Reality, ]|[, Asobo Studio, ]}","0.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360|Xbox 360}","0.0","{[, Action game, ]|[, Casual game, ]|[, Action, ]|[, Adventure, ]}","0.5","{[, LucasArts, , Microsoft Studios, ]|[, Microsoft Studios (game studio), ]|[, Microsoft Game Studios, ]|[, Microsoft Game Studios, ]}","0.5","{Kinect Star Wars|Kinect Party|Kinect Star Wars|Kinect Rush: A Disney Pixar Adventure}","1.0","{2012-04-03T00:00|2012-12-17T00:00|2012-01-01T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_23457+DBpedia_Video_Game_4709+Kaggle1_Video_Game_1244+Kaggle1_Video_Game_6280","0.6428571428571429","0.5","{[, Visceral Games, ]|[, Capcom Vancouver, ]|[, Visceral Games, ]|[, Capcom Vancouver, ]}","1.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer, , Single-player, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360|Xbox 360}","0.0","{[, Survival horror, ]|[, Action-adventure, ]|[, Shooter, ]|[, Action, ]}","0.5","{[, Electronic Arts, ]|[, Capcom, ]|[, Electronic Arts, ]|[, Capcom, ]}","0.5","{Dead Space 2|Dead Rising 2: Off the Record|Dead Space 2|Dead Rising 2: Off the Record}","1.0","{2011-01-25T00:00|2011-10-11T00:00|2011-01-01T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_2783+DBpedia_Video_Game_822+Kaggle1_Video_Game_3306","0.5238095238095238","0.0","{[, 2K Los Angeles, , Visual Concepts, ]|[, Sidhe (game developer), , Virtuos, ]|[, 2K Sports, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Racing game, ]|[, Sports, ]}","0.0","{[, 2K Sports, ]|[, Activision, ]|[, Spike, ]}","0.6666666666666666","{Major League Baseball 2K9|Madagascar Kartz|Major League Baseball 2K9}","1.0","{2009-03-03T00:00|2009-10-23T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_19070+DBpedia_Video_Game_22727+DBpedia_Video_Game_24865+DBpedia_Video_Game_7094+Kaggle1_Video_Game_1812+Kaggle1_Video_Game_2569+Kaggle1_Video_Game_4590+Kaggle1_Video_Game_5942","0.7142857142857143","0.25","{[, Underground Development, ]|[, Neversoft, ]|[, Neversoft, ]|[, Beenox, ]|[, Neversoft Entertainment, ]|[, Neversoft Entertainment, ]|[, Beenox, ]|[, Neversoft Entertainment, Underground Development, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360}","0.5","{[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Music video game, , Rhythm game, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]}","1.0","{[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]|[, Activision, ]}","0.25","{Guitar Hero: Van Halen|Guitar Hero 5|Guitar Hero: Metallica|Guitar Hero Smash Hits|Guitar Hero 5|Guitar Hero: Metallica|Guitar Hero: Smash Hits|Guitar Hero: Van Halen}","1.0","{2009-12-22T00:00|2009-09-01T00:00|2009-03-29T00:00|2009-06-16T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_23028+Kaggle1_Video_Game_7598+Kaggle1_Video_Game_9536","0.5714285714285714","0.0","{[, Capcom, ]|[, Torus Games, ]}","1.0","{[, Multiplayer, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360}","0.0","{[, Action role-playing, ]|[, Racing, ]|[, Role-Playing, ]}","0.6666666666666666","{[, Capcom, ]|[, Activision, ]|[, Capcom, ]}","0.6666666666666666","{Monster Hunter Frontier Online|Monster Jam|Monster Hunter Frontier Online}","0.6666666666666666","{2007-06-21T00:00|2007-01-01T00:00|2010-01-01T00:00}"
